description,color,category,tokens_clean
"Hırka - uzun Hırka modeli, saten kumaştan üretilmiş olup çift cepli, yumuşak doku ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, yumuşak doku, şık tasarım",kırmızı,hırka,"['hırka', 'uzun', 'hırka', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'çift', 'cepli', 'yumuşak', 'doku', 'şık', 'tasarım', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'yumuşak', 'doku', 'şık', 'tasarım']"
"Pantolon - yüksek bel Pantolon modeli, %100 pamuk kumaştan üretilmiş olup günlük kullanım için uygun, rahat kalıp, yumuşak doku ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, rahat kalıp, yumuşak doku, çift cepli",pembe,pantolon,"['pantolon', 'yüksek', 'bel', 'pantolon', 'modeli', 'pamuk', 'kumaştan', 'üretilmiş', 'olup', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'yumuşak', 'doku', 'çift', 'cepli', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'yumuşak', 'doku', 'çift', 'cepli']"
"Sweatshirt - fermuarlı örme kumaş tercih edilerek üretilen bu sweatshirt, çift cepli, esnek yapı ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, esnek yapı, kolay ütülenir",pembe,sweatshirt,"['sweatshirt', 'fermuarlı', 'örme', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'sweatshirt', 'çift', 'cepli', 'esnek', 'yapı', 'kolay', 'ütülenir', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'esnek', 'yapı', 'kolay', 'ütülenir']"
"Ceket - düğmeli Ceket modeli, saten kumaştan üretilmiş olup kolay ütülenir, rahat kalıp ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, rahat kalıp, düğmeli model",mor,ceket,"['ceket', 'düğmeli', 'ceket', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'kolay', 'ütülenir', 'rahat', 'kalıp', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'rahat', 'kalıp', 'düğmeli', 'model']"
"T-shirt - oversize saten tercih edilerek üretilen bu t-shirt, rahat kalıp, düğmeli model, kolay ütülenir ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, düğmeli model, kolay ütülenir, çift cepli",gri,t-shirt,"['tshirt', 'oversize', 'saten', 'tercih', 'edilerek', 'üretilen', 'tshirt', 'rahat', 'kalıp', 'düğmeli', 'model', 'kolay', 'ütülenir', 'çift', 'cepli', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'düğmeli', 'model', 'kolay', 'ütülenir', 'çift', 'cepli']"
"Etek - pileli viskon tercih edilerek üretilen bu etek, yumuşak doku, esnek yapı, kolay ütülenir ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, esnek yapı, kolay ütülenir, günlük kullanım için uygun",mavi,etek,"['etek', 'pileli', 'viskon', 'tercih', 'edilerek', 'üretilen', 'etek', 'yumuşak', 'doku', 'esnek', 'yapı', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'esnek', 'yapı', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun']"
"Çanta - omuz çantası Bu özel tasarım çanta, kot kumaş yapısıyla şık tasarım, nefes alabilir kumaş, çift cepli ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, nefes alabilir kumaş, çift cepli, esnek yapı",mor,çanta,"['çanta', 'omuz', 'çantası', 'özel', 'tasarım', 'çanta', 'kot', 'kumaş', 'yapısıyla', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'esnek', 'yapı', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'esnek', 'yapı']"
"Sweatshirt - kapüşonlu Her gardıropta olması gereken bu sweatshirt, %100 pamuk içeriğiyle şık tasarım ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, çift cepli",siyah,sweatshirt,"['sweatshirt', 'kapüşonlu', 'gardıropta', 'olması', 'gereken', 'sweatshirt', 'pamuk', 'içeriğiyle', 'şık', 'tasarım', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'çift', 'cepli']"
"Ceket - kruvaze Her gardıropta olması gereken bu ceket, %100 pamuk içeriğiyle yumuşak doku, düğmeli model, nefes alabilir kumaş ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, düğmeli model, nefes alabilir kumaş, şık tasarım",mor,ceket,"['ceket', 'kruvaze', 'gardıropta', 'olması', 'gereken', 'ceket', 'pamuk', 'içeriğiyle', 'yumuşak', 'doku', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'şık', 'tasarım']"
"Pantolon - rahat kesim Yeni sezonun favori parçalarından biri olan bu pantolon, likralı kumaş kumaşı sayesinde yumuşak doku ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, günlük kullanım için uygun",kırmızı,pantolon,"['pantolon', 'rahat', 'kesim', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'pantolon', 'likralı', 'kumaş', 'kumaşı', 'sayesinde', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'günlük', 'kullanım', 'uygun']"
"Hırka - örgü Her gardıropta olması gereken bu hırka, saten içeriğiyle nefes alabilir kumaş ve çift cepli. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli",beyaz,hırka,"['hırka', 'örgü', 'gardıropta', 'olması', 'gereken', 'hırka', 'saten', 'içeriğiyle', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli']"
"Etek - kalem Yeni sezonun favori parçalarından biri olan bu etek, likralı kumaş kumaşı sayesinde günlük kullanım için uygun ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku",beyaz,etek,"['etek', 'kalem', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'etek', 'likralı', 'kumaş', 'kumaşı', 'sayesinde', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku']"
"Etek - kalem Etek modeli, örme kumaş kumaştan üretilmiş olup rahat kalıp, çift cepli, şık tasarım ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, çift cepli, şık tasarım, düğmeli model",lacivert,etek,"['etek', 'kalem', 'etek', 'modeli', 'örme', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'rahat', 'kalıp', 'çift', 'cepli', 'şık', 'tasarım', 'düğmeli', 'model', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'çift', 'cepli', 'şık', 'tasarım', 'düğmeli', 'model']"
"Ceket - cepli Bu özel tasarım ceket, viskon yapısıyla günlük kullanım için uygun, yumuşak doku, rahat kalıp ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku, rahat kalıp, çift cepli",beyaz,ceket,"['ceket', 'cepli', 'özel', 'tasarım', 'ceket', 'viskon', 'yapısıyla', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'rahat', 'kalıp', 'çift', 'cepli', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'rahat', 'kalıp', 'çift', 'cepli']"
"Elbise - askılı viskon tercih edilerek üretilen bu elbise, nefes alabilir kumaş, rahat kalıp, günlük kullanım için uygun ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, rahat kalıp, günlük kullanım için uygun, düğmeli model",mavi,elbise,"['elbise', 'askılı', 'viskon', 'tercih', 'edilerek', 'üretilen', 'elbise', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model']"
"Bluz - omzu açık Her gardıropta olması gereken bu bluz, saten içeriğiyle günlük kullanım için uygun, yumuşak doku, çift cepli ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku, çift cepli, düğmeli model",siyah,bluz,"['bluz', 'omzu', 'açık', 'gardıropta', 'olması', 'gereken', 'bluz', 'saten', 'içeriğiyle', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'çift', 'cepli', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'çift', 'cepli', 'düğmeli', 'model']"
"T-shirt - baskılı Her gardıropta olması gereken bu t-shirt, viskon içeriğiyle günlük kullanım için uygun, düğmeli model ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model, esnek yapı",lacivert,t-shirt,"['tshirt', 'baskılı', 'gardıropta', 'olması', 'gereken', 'tshirt', 'viskon', 'içeriğiyle', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'esnek', 'yapı', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'esnek', 'yapı']"
"T-shirt - baskılı T-shirt modeli, viskon kumaştan üretilmiş olup kolay ütülenir ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: kolay ütülenir, esnek yapı",beyaz,t-shirt,"['tshirt', 'baskılı', 'tshirt', 'modeli', 'viskon', 'kumaştan', 'üretilmiş', 'olup', 'kolay', 'ütülenir', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'kolay', 'ütülenir', 'esnek', 'yapı']"
"Bluz - volanlı Her gardıropta olması gereken bu bluz, %100 pamuk içeriğiyle günlük kullanım için uygun ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku",kırmızı,bluz,"['bluz', 'volanlı', 'gardıropta', 'olması', 'gereken', 'bluz', 'pamuk', 'içeriğiyle', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'yumuşak', 'doku']"
"Çanta - sırt çantası Çanta modeli, likralı kumaş kumaştan üretilmiş olup rahat kalıp, esnek yapı ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, esnek yapı, düğmeli model",pembe,çanta,"['çanta', 'sırt', 'çantası', 'çanta', 'modeli', 'likralı', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'rahat', 'kalıp', 'esnek', 'yapı', 'düğmeli', 'model', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'esnek', 'yapı', 'düğmeli', 'model']"
"Hırka - örgü Hırka modeli, saten kumaştan üretilmiş olup rahat kalıp, kolay ütülenir, günlük kullanım için uygun ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: rahat kalıp, kolay ütülenir, günlük kullanım için uygun, esnek yapı",lacivert,hırka,"['hırka', 'örgü', 'hırka', 'modeli', 'saten', 'kumaştan', 'üretilmiş', 'olup', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı']"
"Bluz - omzu açık polyester tercih edilerek üretilen bu bluz, esnek yapı, günlük kullanım için uygun, rahat kalıp ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, rahat kalıp, düğmeli model",mor,bluz,"['bluz', 'omzu', 'açık', 'polyester', 'tercih', 'edilerek', 'üretilen', 'bluz', 'esnek', 'yapı', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'düğmeli', 'model']"
"Pantolon - yüksek bel viskon tercih edilerek üretilen bu pantolon, şık tasarım, nefes alabilir kumaş ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, nefes alabilir kumaş, çift cepli",yeşil,pantolon,"['pantolon', 'yüksek', 'bel', 'viskon', 'tercih', 'edilerek', 'üretilen', 'pantolon', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'çift', 'cepli']"
"Sweatshirt - kapüşonlu deri görünümlü tercih edilerek üretilen bu sweatshirt, günlük kullanım için uygun, düğmeli model, nefes alabilir kumaş ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model, nefes alabilir kumaş, rahat kalıp",kırmızı,sweatshirt,"['sweatshirt', 'kapüşonlu', 'deri', 'görünümlü', 'tercih', 'edilerek', 'üretilen', 'sweatshirt', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'rahat', 'kalıp']"
"Sweatshirt - kapüşonlu saten tercih edilerek üretilen bu sweatshirt, rahat kalıp, şık tasarım, esnek yapı ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, şık tasarım, esnek yapı, düğmeli model",gri,sweatshirt,"['sweatshirt', 'kapüşonlu', 'saten', 'tercih', 'edilerek', 'üretilen', 'sweatshirt', 'rahat', 'kalıp', 'şık', 'tasarım', 'esnek', 'yapı', 'düğmeli', 'model', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'rahat', 'kalıp', 'şık', 'tasarım', 'esnek', 'yapı', 'düğmeli', 'model']"
"Sweatshirt - fermuarlı Bu özel tasarım sweatshirt, likralı kumaş yapısıyla düğmeli model ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, nefes alabilir kumaş",kırmızı,sweatshirt,"['sweatshirt', 'fermuarlı', 'özel', 'tasarım', 'sweatshirt', 'likralı', 'kumaş', 'yapısıyla', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'nefes', 'alabilir', 'kumaş']"
"Hırka - cepli Yeni sezonun favori parçalarından biri olan bu hırka, polyester kumaşı sayesinde çift cepli ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun",beyaz,hırka,"['hırka', 'cepli', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'hırka', 'polyester', 'kumaşı', 'sayesinde', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun']"
"Gömlek - slim fit Yeni sezonun favori parçalarından biri olan bu gömlek, saten kumaşı sayesinde esnek yapı ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, rahat kalıp",bej,gömlek,"['gömlek', 'slim', 'fit', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'gömlek', 'saten', 'kumaşı', 'sayesinde', 'esnek', 'yapı', 'rahat', 'kalıp', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'rahat', 'kalıp']"
"Ceket - düğmeli Her gardıropta olması gereken bu ceket, deri görünümlü içeriğiyle günlük kullanım için uygun, çift cepli ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, çift cepli, esnek yapı",bej,ceket,"['ceket', 'düğmeli', 'gardıropta', 'olması', 'gereken', 'ceket', 'deri', 'görünümlü', 'içeriğiyle', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'esnek', 'yapı', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'çift', 'cepli', 'esnek', 'yapı']"
"Sweatshirt - fermuarlı likralı kumaş tercih edilerek üretilen bu sweatshirt, şık tasarım, rahat kalıp ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, rahat kalıp, nefes alabilir kumaş",mor,sweatshirt,"['sweatshirt', 'fermuarlı', 'likralı', 'kumaş', 'tercih', 'edilerek', 'üretilen', 'sweatshirt', 'şık', 'tasarım', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'şık', 'tasarım', 'rahat', 'kalıp', 'nefes', 'alabilir', 'kumaş']"
"Sweatshirt - oversize %100 pamuk tercih edilerek üretilen bu sweatshirt, nefes alabilir kumaş, yumuşak doku, şık tasarım ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku, şık tasarım, esnek yapı",yeşil,sweatshirt,"['sweatshirt', 'oversize', 'pamuk', 'tercih', 'edilerek', 'üretilen', 'sweatshirt', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'şık', 'tasarım', 'esnek', 'yapı', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'yumuşak', 'doku', 'şık', 'tasarım', 'esnek', 'yapı']"
"Etek - pileli %100 pamuk tercih edilerek üretilen bu etek, yumuşak doku ve düğmeli model. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, düğmeli model",lacivert,etek,"['etek', 'pileli', 'pamuk', 'tercih', 'edilerek', 'üretilen', 'etek', 'yumuşak', 'doku', 'düğmeli', 'model', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Gömlek - uzun kollu Bu özel tasarım gömlek, likralı kumaş yapısıyla günlük kullanım için uygun, düğmeli model ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model, çift cepli",siyah,gömlek,"['gömlek', 'uzun', 'kollu', 'özel', 'tasarım', 'gömlek', 'likralı', 'kumaş', 'yapısıyla', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'çift', 'cepli', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'çift', 'cepli']"
"Çanta - el çantası viskon tercih edilerek üretilen bu çanta, düğmeli model, esnek yapı, çift cepli ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, esnek yapı, çift cepli, kolay ütülenir",yeşil,çanta,"['çanta', 'el', 'çantası', 'viskon', 'tercih', 'edilerek', 'üretilen', 'çanta', 'düğmeli', 'model', 'esnek', 'yapı', 'çift', 'cepli', 'kolay', 'ütülenir', 'gardırobunuzun', 'vazgeçilmezi', 'olmaya', 'aday', 'öne', 'çıkan', 'özellikler', 'düğmeli', 'model', 'esnek', 'yapı', 'çift', 'cepli', 'kolay', 'ütülenir']"
"Sweatshirt - fermuarlı Sweatshirt modeli, örme kumaş kumaştan üretilmiş olup nefes alabilir kumaş, günlük kullanım için uygun ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, günlük kullanım için uygun, rahat kalıp",beyaz,sweatshirt,"['sweatshirt', 'fermuarlı', 'sweatshirt', 'modeli', 'örme', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp', 'ofisten', 'sokağa', 'ortama', 'uyum', 'sağlar', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'günlük', 'kullanım', 'uygun', 'rahat', 'kalıp']"
"Sweatshirt - fermuarlı Her gardıropta olması gereken bu sweatshirt, viskon içeriğiyle günlük kullanım için uygun, şık tasarım, yumuşak doku ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, yumuşak doku, düğmeli model",beyaz,sweatshirt,"['sweatshirt', 'fermuarlı', 'gardıropta', 'olması', 'gereken', 'sweatshirt', 'viskon', 'içeriğiyle', 'günlük', 'kullanım', 'uygun', 'şık', 'tasarım', 'yumuşak', 'doku', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'günlük', 'kullanım', 'uygun', 'şık', 'tasarım', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Bluz - dantel detaylı Bluz modeli, likralı kumaş kumaştan üretilmiş olup çift cepli, yumuşak doku, şık tasarım ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, yumuşak doku, şık tasarım, nefes alabilir kumaş",bej,bluz,"['bluz', 'dantel', 'detaylı', 'bluz', 'modeli', 'likralı', 'kumaş', 'kumaştan', 'üretilmiş', 'olup', 'çift', 'cepli', 'yumuşak', 'doku', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'sade', 'etkileyici', 'görünüm', 'sunar', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'yumuşak', 'doku', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş']"
"Çanta - sırt çantası saten tercih edilerek üretilen bu çanta, esnek yapı, çift cepli, şık tasarım ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, çift cepli, şık tasarım, nefes alabilir kumaş",siyah,çanta,"['çanta', 'sırt', 'çantası', 'saten', 'tercih', 'edilerek', 'üretilen', 'çanta', 'esnek', 'yapı', 'çift', 'cepli', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'esnek', 'yapı', 'çift', 'cepli', 'şık', 'tasarım', 'nefes', 'alabilir', 'kumaş']"
"Hırka - cepli Bu özel tasarım hırka, örme kumaş yapısıyla yumuşak doku ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, düğmeli model",kırmızı,hırka,"['hırka', 'cepli', 'özel', 'tasarım', 'hırka', 'örme', 'kumaş', 'yapısıyla', 'yumuşak', 'doku', 'düğmeli', 'model', 'hem', 'şıklık', 'hem', 'konfor', 'arada', 'öne', 'çıkan', 'özellikler', 'yumuşak', 'doku', 'düğmeli', 'model']"
"Sweatshirt - kapüşonlu Her gardıropta olması gereken bu sweatshirt, saten içeriğiyle nefes alabilir kumaş, kolay ütülenir, günlük kullanım için uygun ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, kolay ütülenir, günlük kullanım için uygun, esnek yapı",beyaz,sweatshirt,"['sweatshirt', 'kapüşonlu', 'gardıropta', 'olması', 'gereken', 'sweatshirt', 'saten', 'içeriğiyle', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'nefes', 'alabilir', 'kumaş', 'kolay', 'ütülenir', 'günlük', 'kullanım', 'uygun', 'esnek', 'yapı']"
"T-shirt - bisiklet yaka Yeni sezonun favori parçalarından biri olan bu t-shirt, %100 pamuk kumaşı sayesinde çift cepli, günlük kullanım için uygun ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun, düğmeli model",lacivert,t-shirt,"['tshirt', 'bisiklet', 'yaka', 'yeni', 'sezonun', 'favori', 'parçalarından', 'biri', 'tshirt', 'pamuk', 'kumaşı', 'sayesinde', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model', 'sezonun', 'trend', 'renkleriyle', 'kombin', 'yapabilirsiniz', 'öne', 'çıkan', 'özellikler', 'çift', 'cepli', 'günlük', 'kullanım', 'uygun', 'düğmeli', 'model']"
