description,color,category
"T-shirt - basic T-shirt modeli, örme kumaş kumaştan üretilmiş olup esnek yapı, düğmeli model, nefes alabilir kumaş ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, düğmeli model, nefes alabilir kumaş, çift cepli",pembe,t-shirt
"Bluz - omzu açık deri görünümlü tercih edilerek üretilen bu bluz, esnek yapı ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş",mavi,bluz
"Etek - mini Etek modeli, %100 pamuk kumaştan üretilmiş olup şık tasarım ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, düğmeli model",yeşil,etek
"Hırka - cepli Her gardıropta olması gereken bu hırka, deri görünümlü içeriğiyle günlük kullanım için uygun, nefes alabilir kumaş ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş, rahat kalıp",beyaz,hırka
"Pantolon - lastikli Yeni sezonun favori parçalarından biri olan bu pantolon, %100 pamuk kumaşı sayesinde günlük kullanım için uygun ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, düğmeli model",beyaz,pantolon
"Gömlek - slim fit likralı kumaş tercih edilerek üretilen bu gömlek, düğmeli model ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, yumuşak doku",kırmızı,gömlek
"T-shirt - baskılı Her gardıropta olması gereken bu t-shirt, polyester içeriğiyle günlük kullanım için uygun ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı",pembe,t-shirt
"Gömlek - düğmeli Yeni sezonun favori parçalarından biri olan bu gömlek, viskon kumaşı sayesinde yumuşak doku ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, düğmeli model",beyaz,gömlek
"Etek - pileli Her gardıropta olması gereken bu etek, saten içeriğiyle nefes alabilir kumaş, düğmeli model ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, günlük kullanım için uygun",bej,etek
"Çanta - el çantası Yeni sezonun favori parçalarından biri olan bu çanta, deri görünümlü kumaşı sayesinde yumuşak doku, kolay ütülenir ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, kolay ütülenir, günlük kullanım için uygun",bej,çanta
"Çanta - sırt çantası Her gardıropta olması gereken bu çanta, saten içeriğiyle nefes alabilir kumaş, düğmeli model ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, kolay ütülenir",gri,çanta
"Elbise - dantel detaylı Yeni sezonun favori parçalarından biri olan bu elbise, saten kumaşı sayesinde kolay ütülenir, yumuşak doku, nefes alabilir kumaş ve günlük kullanım için uygun. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: kolay ütülenir, yumuşak doku, nefes alabilir kumaş, günlük kullanım için uygun",pembe,elbise
"Gömlek - düğmeli Bu özel tasarım gömlek, kot kumaş yapısıyla şık tasarım, günlük kullanım için uygun, nefes alabilir kumaş ve çift cepli. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, nefes alabilir kumaş, çift cepli",pembe,gömlek
"Elbise - v yaka Elbise modeli, viskon kumaştan üretilmiş olup rahat kalıp, nefes alabilir kumaş ve yumuşak doku. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, yumuşak doku",yeşil,elbise
"Sweatshirt - kapüşonlu Sweatshirt modeli, likralı kumaş kumaştan üretilmiş olup düğmeli model, günlük kullanım için uygun ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, rahat kalıp",gri,sweatshirt
"Elbise - askılı kot kumaş tercih edilerek üretilen bu elbise, düğmeli model, esnek yapı ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, esnek yapı, rahat kalıp",gri,elbise
"Elbise - askılı likralı kumaş tercih edilerek üretilen bu elbise, rahat kalıp, nefes alabilir kumaş, çift cepli ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, çift cepli, şık tasarım",siyah,elbise
"Pantolon - lastikli Bu özel tasarım pantolon, kot kumaş yapısıyla şık tasarım, nefes alabilir kumaş ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, nefes alabilir kumaş, kolay ütülenir",mor,pantolon
"Çanta - sırt çantası Her gardıropta olması gereken bu çanta, kot kumaş içeriğiyle çift cepli, düğmeli model, rahat kalıp ve esnek yapı. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, düğmeli model, rahat kalıp, esnek yapı",bej,çanta
"T-shirt - bisiklet yaka örme kumaş tercih edilerek üretilen bu t-shirt, yumuşak doku, çift cepli, rahat kalıp ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: yumuşak doku, çift cepli, rahat kalıp, esnek yapı",gri,t-shirt
"Sweatshirt - kapüşonlu Bu özel tasarım sweatshirt, saten yapısıyla kolay ütülenir, esnek yapı ve rahat kalıp. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, esnek yapı, rahat kalıp",gri,sweatshirt
"Çanta - el çantası Çanta modeli, örme kumaş kumaştan üretilmiş olup günlük kullanım için uygun ve esnek yapı. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, esnek yapı",yeşil,çanta
"Pantolon - rahat kesim Bu özel tasarım pantolon, örme kumaş yapısıyla esnek yapı, çift cepli, kolay ütülenir ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, çift cepli, kolay ütülenir, şık tasarım",bej,pantolon
"Elbise - dantel detaylı Yeni sezonun favori parçalarından biri olan bu elbise, viskon kumaşı sayesinde çift cepli, şık tasarım ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, şık tasarım, esnek yapı",yeşil,elbise
"Ceket - cepli Her gardıropta olması gereken bu ceket, kot kumaş içeriğiyle esnek yapı, şık tasarım ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, şık tasarım, rahat kalıp",mavi,ceket
"Ceket - düğmeli Bu özel tasarım ceket, kot kumaş yapısıyla çift cepli, rahat kalıp, günlük kullanım için uygun ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, rahat kalıp, günlük kullanım için uygun, esnek yapı",yeşil,ceket
"Sweatshirt - fermuarlı Sweatshirt modeli, deri görünümlü kumaştan üretilmiş olup esnek yapı, nefes alabilir kumaş ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, rahat kalıp",beyaz,sweatshirt
"Hırka - düğmeli Hırka modeli, deri görünümlü kumaştan üretilmiş olup kolay ütülenir, rahat kalıp ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: kolay ütülenir, rahat kalıp, günlük kullanım için uygun",mor,hırka
"Bluz - dantel detaylı Bluz modeli, deri görünümlü kumaştan üretilmiş olup yumuşak doku ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, esnek yapı",gri,bluz
"Pantolon - yüksek bel Her gardıropta olması gereken bu pantolon, kot kumaş içeriğiyle rahat kalıp, yumuşak doku ve esnek yapı. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, yumuşak doku, esnek yapı",yeşil,pantolon
"Bluz - volanlı saten tercih edilerek üretilen bu bluz, yumuşak doku ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: yumuşak doku, çift cepli",yeşil,bluz
"Hırka - düğmeli Hırka modeli, kot kumaş kumaştan üretilmiş olup çift cepli, rahat kalıp ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: çift cepli, rahat kalıp, şık tasarım",pembe,hırka
"T-shirt - baskılı Yeni sezonun favori parçalarından biri olan bu t-shirt, polyester kumaşı sayesinde günlük kullanım için uygun ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş",kırmızı,t-shirt
"Çanta - sırt çantası Çanta modeli, kot kumaş kumaştan üretilmiş olup günlük kullanım için uygun, kolay ütülenir ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, kolay ütülenir, şık tasarım",gri,çanta
"T-shirt - bisiklet yaka Yeni sezonun favori parçalarından biri olan bu t-shirt, deri görünümlü kumaşı sayesinde düğmeli model ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, rahat kalıp",beyaz,t-shirt
"Pantolon - yüksek bel saten tercih edilerek üretilen bu pantolon, kolay ütülenir, düğmeli model, çift cepli ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, düğmeli model, çift cepli, nefes alabilir kumaş",beyaz,pantolon
"Ceket - cepli Ceket modeli, likralı kumaş kumaştan üretilmiş olup esnek yapı, şık tasarım, nefes alabilir kumaş ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, şık tasarım, nefes alabilir kumaş, çift cepli",gri,ceket
"Bluz - kruvaze %100 pamuk tercih edilerek üretilen bu bluz, şık tasarım, günlük kullanım için uygun, kolay ütülenir ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, günlük kullanım için uygun, kolay ütülenir, yumuşak doku",yeşil,bluz
"Elbise - dantel detaylı Bu özel tasarım elbise, polyester yapısıyla esnek yapı, nefes alabilir kumaş ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, nefes alabilir kumaş, yumuşak doku",mor,elbise
"Sweatshirt - fermuarlı Sweatshirt modeli, saten kumaştan üretilmiş olup şık tasarım, düğmeli model ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: şık tasarım, düğmeli model, nefes alabilir kumaş",beyaz,sweatshirt
"Bluz - omzu açık Bluz modeli, %100 pamuk kumaştan üretilmiş olup kolay ütülenir ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, şık tasarım",mor,bluz
"Ceket - kruvaze Ceket modeli, deri görünümlü kumaştan üretilmiş olup yumuşak doku ve düğmeli model. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, düğmeli model",lacivert,ceket
"T-shirt - basic Bu özel tasarım t-shirt, örme kumaş yapısıyla rahat kalıp, nefes alabilir kumaş ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş, esnek yapı",yeşil,t-shirt
"Pantolon - rahat kesim Pantolon modeli, %100 pamuk kumaştan üretilmiş olup düğmeli model ve çift cepli. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: düğmeli model, çift cepli",bej,pantolon
"Pantolon - lastikli Pantolon modeli, deri görünümlü kumaştan üretilmiş olup çift cepli ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş",mor,pantolon
"Elbise - uzun Yeni sezonun favori parçalarından biri olan bu elbise, deri görünümlü kumaşı sayesinde esnek yapı ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, yumuşak doku",siyah,elbise
"Ceket - astar detaylı deri görünümlü tercih edilerek üretilen bu ceket, esnek yapı ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun",mor,ceket
"Sweatshirt - baskılı Her gardıropta olması gereken bu sweatshirt, örme kumaş içeriğiyle esnek yapı, çift cepli, kolay ütülenir ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, çift cepli, kolay ütülenir, şık tasarım",lacivert,sweatshirt
"Çanta - sırt çantası Yeni sezonun favori parçalarından biri olan bu çanta, deri görünümlü kumaşı sayesinde şık tasarım ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, rahat kalıp",mavi,çanta
"Çanta - kapitoneli Bu özel tasarım çanta, polyester yapısıyla kolay ütülenir, düğmeli model, esnek yapı ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, düğmeli model, esnek yapı, rahat kalıp",pembe,çanta
"T-shirt - basic Bu özel tasarım t-shirt, saten yapısıyla günlük kullanım için uygun ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım",beyaz,t-shirt
"Ceket - kruvaze Ceket modeli, likralı kumaş kumaştan üretilmiş olup günlük kullanım için uygun, şık tasarım, yumuşak doku ve rahat kalıp. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: günlük kullanım için uygun, şık tasarım, yumuşak doku, rahat kalıp",beyaz,ceket
"Gömlek - düğmeli Bu özel tasarım gömlek, viskon yapısıyla yumuşak doku ve günlük kullanım için uygun. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, günlük kullanım için uygun",siyah,gömlek
"Etek - kalem Bu özel tasarım etek, viskon yapısıyla çift cepli ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş",lacivert,etek
"T-shirt - bisiklet yaka Her gardıropta olması gereken bu t-shirt, polyester içeriğiyle düğmeli model ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, çift cepli",pembe,t-shirt
"Gömlek - uzun kollu Gömlek modeli, saten kumaştan üretilmiş olup düğmeli model, şık tasarım ve yumuşak doku. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, şık tasarım, yumuşak doku",mavi,gömlek
"T-shirt - oversize kot kumaş tercih edilerek üretilen bu t-shirt, çift cepli, günlük kullanım için uygun, şık tasarım ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, günlük kullanım için uygun, şık tasarım, kolay ütülenir",siyah,t-shirt
"Pantolon - rahat kesim Her gardıropta olması gereken bu pantolon, polyester içeriğiyle yumuşak doku ve rahat kalıp. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, rahat kalıp",yeşil,pantolon
"Ceket - düğmeli Bu özel tasarım ceket, polyester yapısıyla şık tasarım, düğmeli model ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, düğmeli model, yumuşak doku",siyah,ceket
"Sweatshirt - baskılı Yeni sezonun favori parçalarından biri olan bu sweatshirt, %100 pamuk kumaşı sayesinde yumuşak doku, günlük kullanım için uygun, esnek yapı ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: yumuşak doku, günlük kullanım için uygun, esnek yapı, şık tasarım",yeşil,sweatshirt
"Pantolon - dar paça Yeni sezonun favori parçalarından biri olan bu pantolon, viskon kumaşı sayesinde çift cepli, yumuşak doku ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, yumuşak doku, günlük kullanım için uygun",kırmızı,pantolon
"T-shirt - baskılı Bu özel tasarım t-shirt, %100 pamuk yapısıyla rahat kalıp ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, nefes alabilir kumaş",kırmızı,t-shirt
"Etek - pileli Her gardıropta olması gereken bu etek, örme kumaş içeriğiyle düğmeli model ve kolay ütülenir. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, kolay ütülenir",gri,etek
"Çanta - kapitoneli Çanta modeli, %100 pamuk kumaştan üretilmiş olup düğmeli model ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: düğmeli model, kolay ütülenir",gri,çanta
"T-shirt - oversize Her gardıropta olması gereken bu t-shirt, likralı kumaş içeriğiyle nefes alabilir kumaş ve çift cepli. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: nefes alabilir kumaş, çift cepli",mavi,t-shirt
"Etek - pileli Bu özel tasarım etek, polyester yapısıyla çift cepli, rahat kalıp ve esnek yapı. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, rahat kalıp, esnek yapı",gri,etek
"Ceket - cepli Bu özel tasarım ceket, örme kumaş yapısıyla nefes alabilir kumaş, esnek yapı, kolay ütülenir ve günlük kullanım için uygun. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı, kolay ütülenir, günlük kullanım için uygun",siyah,ceket
"T-shirt - baskılı T-shirt modeli, örme kumaş kumaştan üretilmiş olup rahat kalıp, günlük kullanım için uygun, kolay ütülenir ve düğmeli model. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, günlük kullanım için uygun, kolay ütülenir, düğmeli model",gri,t-shirt
"Bluz - kruvaze Bluz modeli, örme kumaş kumaştan üretilmiş olup düğmeli model, günlük kullanım için uygun ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, yumuşak doku",siyah,bluz
"Etek - mini Etek modeli, kot kumaş kumaştan üretilmiş olup rahat kalıp, çift cepli, esnek yapı ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, çift cepli, esnek yapı, şık tasarım",mor,etek
"Hırka - örgü Bu özel tasarım hırka, %100 pamuk yapısıyla esnek yapı, şık tasarım ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, şık tasarım, düğmeli model",beyaz,hırka
"Elbise - v yaka Bu özel tasarım elbise, %100 pamuk yapısıyla nefes alabilir kumaş, esnek yapı ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: nefes alabilir kumaş, esnek yapı, günlük kullanım için uygun",pembe,elbise
"Bluz - omzu açık Bu özel tasarım bluz, kot kumaş yapısıyla esnek yapı, yumuşak doku ve çift cepli. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: esnek yapı, yumuşak doku, çift cepli",beyaz,bluz
"Pantolon - dar paça Yeni sezonun favori parçalarından biri olan bu pantolon, likralı kumaş kumaşı sayesinde esnek yapı, günlük kullanım için uygun ve kolay ütülenir. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, kolay ütülenir",pembe,pantolon
"Sweatshirt - fermuarlı likralı kumaş tercih edilerek üretilen bu sweatshirt, kolay ütülenir ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: kolay ütülenir, nefes alabilir kumaş",mavi,sweatshirt
"Bluz - volanlı Her gardıropta olması gereken bu bluz, viskon içeriğiyle çift cepli ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: çift cepli, düğmeli model",pembe,bluz
"Ceket - kruvaze Yeni sezonun favori parçalarından biri olan bu ceket, viskon kumaşı sayesinde esnek yapı, çift cepli ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: esnek yapı, çift cepli, düğmeli model",gri,ceket
"Gömlek - düğmeli Her gardıropta olması gereken bu gömlek, viskon içeriğiyle şık tasarım ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: şık tasarım, yumuşak doku",lacivert,gömlek
"Çanta - sırt çantası Bu özel tasarım çanta, likralı kumaş yapısıyla düğmeli model, kolay ütülenir, yumuşak doku ve nefes alabilir kumaş. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, kolay ütülenir, yumuşak doku, nefes alabilir kumaş",mor,çanta
"Sweatshirt - fermuarlı Yeni sezonun favori parçalarından biri olan bu sweatshirt, viskon kumaşı sayesinde nefes alabilir kumaş ve yumuşak doku. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: nefes alabilir kumaş, yumuşak doku",gri,sweatshirt
"Çanta - sırt çantası Bu özel tasarım çanta, polyester yapısıyla günlük kullanım için uygun ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş",mor,çanta
"Bluz - volanlı Yeni sezonun favori parçalarından biri olan bu bluz, polyester kumaşı sayesinde yumuşak doku ve düğmeli model. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: yumuşak doku, düğmeli model",kırmızı,bluz
"Ceket - astar detaylı Yeni sezonun favori parçalarından biri olan bu ceket, deri görünümlü kumaşı sayesinde kolay ütülenir ve esnek yapı. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, esnek yapı",lacivert,ceket
"Ceket - düğmeli Yeni sezonun favori parçalarından biri olan bu ceket, deri görünümlü kumaşı sayesinde düğmeli model, günlük kullanım için uygun, nefes alabilir kumaş ve şık tasarım. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, nefes alabilir kumaş, şık tasarım",mavi,ceket
"Hırka - düğmeli Bu özel tasarım hırka, deri görünümlü yapısıyla düğmeli model, şık tasarım ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: düğmeli model, şık tasarım, rahat kalıp",beyaz,hırka
"Hırka - cepli Hırka modeli, saten kumaştan üretilmiş olup düğmeli model ve yumuşak doku. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: düğmeli model, yumuşak doku",siyah,hırka
"Sweatshirt - kapüşonlu Yeni sezonun favori parçalarından biri olan bu sweatshirt, deri görünümlü kumaşı sayesinde rahat kalıp, çift cepli, düğmeli model ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: rahat kalıp, çift cepli, düğmeli model, kolay ütülenir",bej,sweatshirt
"Etek - kalem Etek modeli, deri görünümlü kumaştan üretilmiş olup yumuşak doku, nefes alabilir kumaş ve günlük kullanım için uygun. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: yumuşak doku, nefes alabilir kumaş, günlük kullanım için uygun",bej,etek
"Elbise - askılı Bu özel tasarım elbise, viskon yapısıyla şık tasarım, düğmeli model, kolay ütülenir ve çift cepli. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: şık tasarım, düğmeli model, kolay ütülenir, çift cepli",pembe,elbise
"Çanta - el çantası Çanta modeli, saten kumaştan üretilmiş olup rahat kalıp ve günlük kullanım için uygun. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: rahat kalıp, günlük kullanım için uygun",siyah,çanta
"Pantolon - yüksek bel Bu özel tasarım pantolon, saten yapısıyla şık tasarım, yumuşak doku ve rahat kalıp. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, yumuşak doku, rahat kalıp",mavi,pantolon
"Hırka - uzun Bu özel tasarım hırka, saten yapısıyla rahat kalıp, günlük kullanım için uygun ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: rahat kalıp, günlük kullanım için uygun, şık tasarım",mavi,hırka
"Sweatshirt - baskılı kot kumaş tercih edilerek üretilen bu sweatshirt, rahat kalıp, kolay ütülenir, çift cepli ve düğmeli model. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: rahat kalıp, kolay ütülenir, çift cepli, düğmeli model",yeşil,sweatshirt
"Hırka - örgü Her gardıropta olması gereken bu hırka, %100 pamuk içeriğiyle nefes alabilir kumaş, düğmeli model, kolay ütülenir ve rahat kalıp. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: nefes alabilir kumaş, düğmeli model, kolay ütülenir, rahat kalıp",lacivert,hırka
"Bluz - volanlı Bluz modeli, kot kumaş kumaştan üretilmiş olup düğmeli model, günlük kullanım için uygun, nefes alabilir kumaş ve şık tasarım. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: düğmeli model, günlük kullanım için uygun, nefes alabilir kumaş, şık tasarım",gri,bluz
"Hırka - düğmeli polyester tercih edilerek üretilen bu hırka, çift cepli, düğmeli model ve kolay ütülenir. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: çift cepli, düğmeli model, kolay ütülenir",kırmızı,hırka
"Ceket - kruvaze Ceket modeli, viskon kumaştan üretilmiş olup nefes alabilir kumaş ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: nefes alabilir kumaş, kolay ütülenir",lacivert,ceket
"Gömlek - slim fit Yeni sezonun favori parçalarından biri olan bu gömlek, %100 pamuk kumaşı sayesinde şık tasarım ve çift cepli. Sade ama etkileyici bir görünüm sunar. Öne çıkan özellikler: şık tasarım, çift cepli",gri,gömlek
"Elbise - v yaka Yeni sezonun favori parçalarından biri olan bu elbise, örme kumaş kumaşı sayesinde rahat kalıp, düğmeli model, yumuşak doku ve şık tasarım. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: rahat kalıp, düğmeli model, yumuşak doku, şık tasarım",lacivert,elbise
"Çanta - kapitoneli Yeni sezonun favori parçalarından biri olan bu çanta, saten kumaşı sayesinde günlük kullanım için uygun, nefes alabilir kumaş ve yumuşak doku. Sezonun trend renkleriyle kombin yapabilirsiniz. Öne çıkan özellikler: günlük kullanım için uygun, nefes alabilir kumaş, yumuşak doku",yeşil,çanta
"Ceket - düğmeli deri görünümlü tercih edilerek üretilen bu ceket, çift cepli ve nefes alabilir kumaş. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: çift cepli, nefes alabilir kumaş",kırmızı,ceket
"Gömlek - klasik yaka Bu özel tasarım gömlek, polyester yapısıyla günlük kullanım için uygun, yumuşak doku, çift cepli ve nefes alabilir kumaş. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: günlük kullanım için uygun, yumuşak doku, çift cepli, nefes alabilir kumaş",siyah,gömlek
"Etek - kalem Etek modeli, likralı kumaş kumaştan üretilmiş olup kolay ütülenir, düğmeli model, günlük kullanım için uygun ve şık tasarım. Hem şıklık hem konfor bir arada. Öne çıkan özellikler: kolay ütülenir, düğmeli model, günlük kullanım için uygun, şık tasarım",pembe,etek
"Çanta - el çantası Yeni sezonun favori parçalarından biri olan bu çanta, saten kumaşı sayesinde şık tasarım, rahat kalıp ve nefes alabilir kumaş. Ofisten sokağa her ortama uyum sağlar. Öne çıkan özellikler: şık tasarım, rahat kalıp, nefes alabilir kumaş",kırmızı,çanta
"T-shirt - baskılı örme kumaş tercih edilerek üretilen bu t-shirt, esnek yapı, günlük kullanım için uygun, düğmeli model ve kolay ütülenir. Gardırobunuzun vazgeçilmezi olmaya aday. Öne çıkan özellikler: esnek yapı, günlük kullanım için uygun, düğmeli model, kolay ütülenir",pembe,t-shirt
